produto_id,categoria,sub_categoria,nome_produto
OFF-PA-10003744,Office Supplies,Paper,"Green Bar Parchment Paper, Multicolor"
FUR-SAF-10000545,Furniture,Bookcases,"Safco 3-Shelf Cabinet, Pine"
TEC-PH-10003549,Technology,Phones,"Samsung Headset, with Caller ID"
TEC-MA-10000354,Technology,Machines,"StarTech Calculator, Wireless"
OFF-AR-10002714,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase"
OFF-ELD-10004625,Office Supplies,Storage,"Eldon Trays, Blue"
FUR-IKE-10003262,Furniture,Bookcases,"Ikea Floating Shelf Set, Traditional"
OFF-PA-10003899,Office Supplies,Paper,"SanDisk Memo Slips, Multicolor"
TEC-MA-10003868,Technology,Machines,"StarTech Phone, Durable"
OFF-PA-10004187,Office Supplies,Paper,"Xerox Message Books, Multicolor"
OFF-BOS-10000363,Office Supplies,Art,"Boston Pencil Sharpener, Water Color"
TEC-AC-10003172,Technology,Accessories,"Memorex Numeric Keypad, Bluetooth"
TEC-PH-10004522,Technology,Phones,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black
OFF-AP-10002344,Office Supplies,Appliances,"Hoover Microwave, Silver"
TEC-AC-10004803,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive
OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers
OFF-SAN-10001114,Office Supplies,Paper,"SanDisk Cards & Envelopes, Multicolor"
TEC-BEL-10000681,Technology,Accessories,"Belkin Mouse, USB"
FUR-CH-10000852,Furniture,Chairs,"Novimex Chairmat, Set of Two"
OFF-AR-10000242,Office Supplies,Art,"BIC Pencil Sharpener, Blue"
TEC-OKI-10003868,Technology,Machines,"Okidata Printer, Wireless"
OFF-ACC-10002849,Office Supplies,Binders,"Acco 3-Hole Punch, Clear"
OFF-PA-10002974,Office Supplies,Paper,"Enermax Note Cards, 8.5 x 11"
FUR-FU-10001770,Furniture,Furnishings,"Deflect-O Clock, Erganomic"
FUR-CH-10003062,Furniture,Chairs,"Novimex Chairmat, Red"
OFF-AR-10001955,Office Supplies,Art,Newell 319
OFF-BI-10001266,Office Supplies,Binders,"Acco 3-Hole Punch, Economy"
OFF-EN-10004995,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window"
FUR-CH-10003026,Furniture,Chairs,"Novimex Bag Chairs, Adjustable"
TEC-AC-10004434,Technology,Accessories,"Memorex Flash Drive, USB"
OFF-EN-10002472,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Security-Tint"
TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB
TEC-CO-10004558,Technology,Copiers,"HP Ink, High-Speed"
OFF-EN-10002258,Office Supplies,Envelopes,"Jiffy Mailers, with clear poly window"
FUR-ADV-10000600,Furniture,Furnishings,"Advantus Clock, Duo Pack"
OFF-CAR-10000687,Office Supplies,Binders,"Cardinal Binder Covers, Economy"
OFF-PA-10001492,Office Supplies,Paper,"Enermax Note Cards, Premium"
TEC-MA-10003986,Technology,Machines,"Konica Receipt Printer, Wireless"
FUR-RUB-10004633,Furniture,Furnishings,"Rubbermaid Stacking Tray, Durable"
TEC-CAN-10001789,Technology,Copiers,"Canon Copy Machine, Digital"
OFF-EN-10002186,Office Supplies,Envelopes,"Kraft Manila Envelope, Set of 50"
OFF-PA-10002043,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11"
OFF-AR-10000733,Office Supplies,Art,"Binney & Smith Canvas, Fluorescent"
FUR-FU-10002170,Furniture,Furnishings,"Deflect-O Frame, Duo Pack"
OFF-PA-10003731,Office Supplies,Paper,"Enermax Note Cards, Premium"
TEC-NOK-10001319,Technology,Phones,"Nokia Headset, Full Size"
TEC-PH-10004970,Technology,Phones,"Nokia Headset, Full Size"
OFF-BI-10001820,Office Supplies,Binders,"Wilson Jones Binding Machine, Durable"
TEC-AC-10004855,Technology,Accessories,V7 USB Numeric Keypad
OFF-EN-10002348,Office Supplies,Envelopes,"Cameo Peel and Seal, Set of 50"
FUR-BUS-10004336,Furniture,Bookcases,"Bush Corner Shelving, Traditional"
OFF-PA-10001523,Office Supplies,Paper,"Enermax Cards & Envelopes, Premium"
OFF-ST-10002172,Office Supplies,Storage,"Fellowes Trays, Blue"
FUR-FU-10000422,Furniture,Furnishings,"Deflect-O Photo Frame, Black"
OFF-SU-10000596,Office Supplies,Supplies,"Stiletto Trimmer, Steel"
TEC-MA-10004985,Technology,Machines,"StarTech Card Printer, Durable"
OFF-PA-10002755,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor"
FUR-CH-10003558,Furniture,Chairs,"Hon Swivel Stool, Black"
OFF-SU-10001087,Office Supplies,Supplies,"Elite Shears, Easy Grip"
OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black"
OFF-ROG-10001399,Office Supplies,Storage,"Rogers Shelving, Single Width"
TEC-LOG-10001137,Technology,Accessories,"Logitech Keyboard, Bluetooth"
TEC-MA-10003536,Technology,Machines,"Konica Calculator, Red"
OFF-BI-10004181,Office Supplies,Binders,"Avery 3-Hole Punch, Clear"
OFF-EN-10003000,Office Supplies,Envelopes,"Cameo Mailers, Recycled"
OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black"
TEC-STA-10000008,Technology,Machines,"StarTech Calculator, Wireless"
OFF-HAM-10003628,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red"
FUR-DEF-10000065,Furniture,Furnishings,"Deflect-O Frame, Durable"
TEC-ENE-10005000,Technology,Accessories,"Enermax Memory Card, Bluetooth"
OFF-EN-10003073,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50"
OFF-AR-10003110,Office Supplies,Art,"Sanford Sketch Pad, Water Color"
OFF-GRE-10001059,Office Supplies,Paper,"Green Bar Note Cards, 8.5 x 11"
TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
OFF-CUI-10001060,Office Supplies,Appliances,"Cuisinart Toaster, Red"
OFF-AR-10002987,Office Supplies,Art,Prismacolor Color Pencil Set
OFF-AP-10002670,Office Supplies,Appliances,Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors
OFF-AR-10000584,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color"
OFF-SU-10004119,Office Supplies,Supplies,"Acme Trimmer, Steel"
TEC-CO-10001317,Technology,Copiers,"Sharp Fax Machine, Digital"
TEC-EPS-10004171,Technology,Machines,"Epson Calculator, Red"
FUR-OFF-10001798,Furniture,Chairs,"Office Star Steel Folding Chair, Red"
OFF-ELI-10001904,Office Supplies,Supplies,"Elite Letter Opener, Steel"
TEC-CO-10001937,Technology,Copiers,"Brother Fax and Copier, High-Speed"
FUR-CH-10002819,Furniture,Chairs,"SAFCO Chairmat, Red"
TEC-BEL-10004162,Technology,Accessories,"Belkin Flash Drive, Erganomic"
OFF-EN-10000648,Office Supplies,Envelopes,"Jiffy Peel and Seal, with clear poly window"
OFF-EN-10000857,Office Supplies,Envelopes,"Ames Mailers, Security-Tint"
TEC-AC-10001246,Technology,Accessories,"Enermax Numeric Keypad, Erganomic"
FUR-BO-10000791,Furniture,Bookcases,"Dania Library with Doors, Traditional"
OFF-BI-10003883,Office Supplies,Binders,"Acco Binder, Economy"
OFF-ST-10004930,Office Supplies,Storage,"Tenex Trays, Single Width"
OFF-SU-10001633,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip"
TEC-PH-10001590,Technology,Phones,"Motorola Headset, with Caller ID"
OFF-BI-10001744,Office Supplies,Binders,"Acco Binding Machine, Economy"
FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,"
FUR-SAU-10002714,Furniture,Bookcases,"Sauder Corner Shelving, Pine"
OFF-SU-10000411,Office Supplies,Supplies,"Stiletto Box Cutter, Easy Grip"
TEC-AC-10003570,Technology,Accessories,"Memorex Flash Drive, Erganomic"
OFF-PA-10004946,Office Supplies,Paper,"SanDisk Note Cards, Multicolor"
FUR-CH-10004242,Furniture,Chairs,"Office Star Steel Folding Chair, Black"
OFF-BIC-10001510,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase"
FUR-CH-10003512,Furniture,Chairs,"Novimex Bag Chairs, Set of Two"
OFF-BI-10002296,Office Supplies,Binders,"Acco Binder Covers, Economy"
TEC-MEM-10003302,Technology,Accessories,"Memorex Numeric Keypad, Erganomic"
OFF-PA-10003134,Office Supplies,Paper,Xerox 1937
OFF-ST-10000520,Office Supplies,Storage,"Eldon Folders, Blue"
FUR-CH-10002209,Furniture,Chairs,"Novimex Chairmat, Red"
TEC-PAN-10003382,Technology,Machines,"Panasonic Card Printer, Durable"
OFF-AR-10001694,Office Supplies,Art,"Sanford Canvas, Blue"
OFF-PA-10000591,Office Supplies,Paper,"Green Bar Cards & Envelopes, Multicolor"
OFF-SU-10000649,Office Supplies,Supplies,"Fiskars Box Cutter, High Speed"
OFF-PA-10004741,Office Supplies,Paper,"SanDisk Cards & Envelopes, 8.5 x 11"
FUR-FU-10002803,Furniture,Furnishings,"Deflect-O Stacking Tray, Erganomic"
FUR-BAR-10004553,Furniture,Tables,"Barricks Training Table, Rectangular"
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing
TEC-PH-10004714,Technology,Phones,"Motorola Office Telephone, VoIP"
FUR-BAR-10002710,Furniture,Tables,"Barricks Coffee Table, Adjustable Height"
FUR-FU-10000514,Furniture,Furnishings,"Deflect-O Photo Frame, Erganomic"
OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart
FUR-BUS-10004882,Furniture,Bookcases,"Bush Floating Shelf Set, Metal"
TEC-AC-10001791,Technology,Accessories,"Memorex Mouse, Programmable"
OFF-EN-10004053,Office Supplies,Envelopes,"GlobeWeis Manila Envelope, with clear poly window"
OFF-AP-10001076,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Red"
OFF-SU-10001808,Office Supplies,Supplies,"Elite Shears, High Speed"
TEC-MA-10004424,Technology,Machines,"Panasonic Phone, Durable"
OFF-TEN-10000766,Office Supplies,Storage,"Tenex Folders, Industrial"
OFF-SU-10004814,Office Supplies,Supplies,"Fiskars Shears, High Speed"
OFF-FA-10000899,Office Supplies,Fasteners,"Stockwell Clamps, 12 Pack"
OFF-BI-10004120,Office Supplies,Binders,"Ibico 3-Hole Punch, Durable"
TEC-MA-10002412,Technology,Machines,Cisco TelePresence System EX90 Videoconferencing Unit
FUR-CH-10001805,Furniture,Chairs,"Office Star Chairmat, Set of Two"
FUR-FU-10000256,Furniture,Furnishings,"Rubbermaid Photo Frame, Duo Pack"
TEC-MA-10001267,Technology,Machines,"Epson Calculator, Red"
OFF-EN-10000673,Office Supplies,Envelopes,"Cameo Business Envelopes, Recycled"
OFF-EN-10003785,Office Supplies,Envelopes,"GlobeWeis Mailers, Set of 50"
OFF-AP-10001905,Office Supplies,Appliances,"KitchenAid Toaster, White"
OFF-SU-10002653,Office Supplies,Supplies,"Kleencut Letter Opener, High Speed"
OFF-AR-10004961,Office Supplies,Art,"Sanford Sketch Pad, Easy-Erase"
OFF-PA-10000167,Office Supplies,Paper,Xerox 1925
OFF-SU-10002816,Office Supplies,Supplies,"Kleencut Shears, Serrated"
OFF-BI-10001967,Office Supplies,Binders,"Acco Binder, Recycled"
FUR-CHR-10000888,Furniture,Tables,"Chromcraft Computer Table, Fully Assembled"
TEC-LOG-10000368,Technology,Accessories,"Logitech Flash Drive, Programmable"
OFF-BOS-10002073,Office Supplies,Art,"Boston Canvas, Water Color"
FUR-CH-10004790,Furniture,Chairs,"Office Star Bag Chairs, Black"
TEC-PH-10004287,Technology,Phones,"Cisco Headset, Cordless"
TEC-PH-10002251,Technology,Phones,"Motorola Speaker Phone, Cordless"
OFF-SU-10004095,Office Supplies,Supplies,"Fiskars Shears, Serrated"
TEC-AC-10003034,Technology,Accessories,"Belkin Keyboard, Erganomic"
FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets
OFF-HON-10004825,Office Supplies,Labels,"Hon File Folder Labels, Adjustable"
OFF-AR-10004042,Office Supplies,Art,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain"
OFF-CAM-10002625,Office Supplies,Envelopes,"Cameo Peel and Seal, with clear poly window"
OFF-ROG-10000566,Office Supplies,Storage,"Rogers Trays, Single Width"
OFF-GRE-10003943,Office Supplies,Paper,"Green Bar Message Books, Multicolor"
FUR-TEN-10000407,Furniture,Furnishings,"Tenex Door Stop, Erganomic"
OFF-TEN-10000827,Office Supplies,Storage,"Tenex File Cart, Industrial"
OFF-SU-10001983,Office Supplies,Supplies,"Stiletto Box Cutter, Steel"
FUR-CH-10000825,Furniture,Chairs,"SAFCO Chairmat, Red"
OFF-SU-10002323,Office Supplies,Supplies,"Elite Shears, Steel"
OFF-SU-10004452,Office Supplies,Supplies,"Elite Ruler, Steel"
OFF-EN-10003373,Office Supplies,Envelopes,"GlobeWeis Interoffice Envelope, Recycled"
FUR-FU-10003427,Furniture,Furnishings,"Rubbermaid Frame, Erganomic"
OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes
TEC-AC-10003964,Technology,Accessories,"SanDisk Flash Drive, USB"
TEC-MA-10000327,Technology,Machines,"Epson Phone, Durable"
OFF-FA-10000294,Office Supplies,Fasteners,"Advantus Clamps, Metal"
TEC-PH-10002907,Technology,Phones,"Motorola Headset, VoIP"
OFF-SAN-10001128,Office Supplies,Art,"Sanford Pens, Easy-Erase"
OFF-BIN-10002236,Office Supplies,Art,"Binney & Smith Pencil Sharpener, Water Color"
OFF-BI-10001987,Office Supplies,Binders,"Acco Binding Machine, Economy"
OFF-BI-10002931,Office Supplies,Binders,"Avery Trapezoid Extra Heavy Duty 4"" Binders"
FUR-FU-10001096,Furniture,Furnishings,"Advantus Clock, Black"
OFF-FA-10002241,Office Supplies,Fasteners,"Stockwell Clamps, Bulk Pack"
OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
FUR-FU-10003052,Furniture,Furnishings,"Advantus Photo Frame, Duo Pack"
FUR-LES-10003082,Furniture,Tables,"Lesro Coffee Table, Rectangular"
OFF-EN-10001491,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, Set of 50"
FUR-FU-10003264,Furniture,Furnishings,"Rubbermaid Clock, Black"
FUR-NOV-10003195,Furniture,Chairs,"Novimex Chairmat, Red"
OFF-SU-10001488,Office Supplies,Supplies,"Stiletto Scissors, Steel"
OFF-SME-10001745,Office Supplies,Storage,"Smead Shelving, Blue"
TEC-MA-10001403,Technology,Machines,"Panasonic Calculator, White"
TEC-LOG-10003634,Technology,Accessories,"Logitech Numeric Keypad, Programmable"
OFF-AP-10003363,Office Supplies,Appliances,"Hoover Blender, White"
OFF-EN-10002679,Office Supplies,Envelopes,"Kraft Mailers, with clear poly window"
OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders
OFF-WIL-10001801,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Economy"
TEC-AC-10001636,Technology,Accessories,"Belkin Mouse, Erganomic"
TEC-PH-10003092,Technology,Phones,Motorola L804
OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest
OFF-AP-10002899,Office Supplies,Appliances,"Breville Toaster, Silver"
OFF-BI-10003763,Office Supplies,Binders,"Ibico Index Tab, Economy"
OFF-ST-10001186,Office Supplies,Storage,"Rogers Trays, Industrial"
OFF-AR-10002538,Office Supplies,Art,"Binney & Smith Sketch Pad, Fluorescent"
FUR-FU-10001507,Furniture,Furnishings,"Rubbermaid Light Bulb, Duo Pack"
OFF-ST-10001440,Office Supplies,Storage,"Eldon Shelving, Blue"
OFF-PA-10001327,Office Supplies,Paper,"SanDisk Cards & Envelopes, Recycled"
TEC-ENE-10002254,Technology,Accessories,"Enermax Keyboard, Programmable"
OFF-JIF-10002228,Office Supplies,Envelopes,"Jiffy Interoffice Envelope, with clear poly window"
OFF-PA-10000867,Office Supplies,Paper,"SanDisk Message Books, Multicolor"
TEC-CO-10001824,Technology,Copiers,"Sharp Personal Copier, Color"
OFF-AR-10001216,Office Supplies,Art,"BIC Pencil Sharpener, Easy-Erase"
OFF-BI-10000289,Office Supplies,Binders,"Wilson Jones Binder Covers, Recycled"
FUR-FU-10000306,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack"
TEC-MA-10003154,Technology,Machines,"Panasonic Printer, Red"
OFF-EN-10004453,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Security-Tint"
TEC-CO-10003525,Technology,Copiers,"Sharp Ink, Color"
OFF-AP-10000043,Office Supplies,Appliances,"Cuisinart Toaster, Silver"
OFF-KLE-10002869,Office Supplies,Supplies,"Kleencut Letter Opener, High Speed"
TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic
OFF-LA-10002272,Office Supplies,Labels,"Smead File Folder Labels, Alphabetical"
TEC-AC-10000110,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth"
FUR-BO-10002309,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Traditional"
OFF-PA-10004243,Office Supplies,Paper,Xerox 1939
TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ
TEC-MA-10000687,Technology,Machines,"Konica Calculator, Red"
OFF-PA-10004200,Office Supplies,Paper,"Xerox Note Cards, Multicolor"
FUR-BO-10004681,Furniture,Bookcases,"Ikea Stackable Bookrack, Metal"
OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders
OFF-AR-10000578,Office Supplies,Art,"BIC Pencil Sharpener, Fluorescent"
OFF-PA-10000731,Office Supplies,Paper,"Enermax Parchment Paper, 8.5 x 11"
OFF-BI-10003452,Office Supplies,Binders,"Acco Binding Machine, Economy"
OFF-XER-10004012,Office Supplies,Paper,"Xerox Note Cards, Premium"
OFF-ST-10000580,Office Supplies,Storage,"Fellowes Trays, Industrial"
OFF-AP-10003912,Office Supplies,Appliances,"Hoover Blender, Silver"
OFF-SU-10003688,Office Supplies,Supplies,"Acme Shears, High Speed"
FUR-FU-10002250,Furniture,Furnishings,"Advantus Photo Frame, Durable"
OFF-PA-10001758,Office Supplies,Paper,"Enermax Note Cards, Premium"
TEC-AC-10001022,Technology,Accessories,"SanDisk Flash Drive, USB"
OFF-EN-10004495,Office Supplies,Envelopes,"Kraft Peel and Seal, Security-Tint"
OFF-EN-10004473,Office Supplies,Envelopes,"Ames Interoffice Envelope, with clear poly window"
FUR-TA-10004134,Furniture,Tables,"Barricks Training Table, with Bottom Storage"
OFF-AR-10000409,Office Supplies,Art,"Sanford Canvas, Easy-Erase"
TEC-AC-10000929,Technology,Accessories,"Belkin Mouse, Bluetooth"
OFF-SU-10003907,Office Supplies,Supplies,"Stiletto Letter Opener, Easy Grip"
OFF-LA-10003338,Office Supplies,Labels,"Novimex Legal Exhibit Labels, Alphabetical"
OFF-BI-10000542,Office Supplies,Binders,"Wilson Jones 3-Hole Punch, Durable"
OFF-AP-10002057,Office Supplies,Appliances,"Breville Coffee Grinder, Black"
TEC-AC-10004221,Technology,Accessories,"Logitech Memory Card, Programmable"
TEC-AC-10001090,Technology,Accessories,"Enermax Mouse, Programmable"
OFF-SU-10004087,Office Supplies,Supplies,"Elite Scissors, Steel"
OFF-SAN-10004824,Office Supplies,Art,"Sanford Pencil Sharpener, Water Color"
FUR-CH-10000667,Furniture,Chairs,"Novimex Chairmat, Black"
OFF-SU-10004299,Office Supplies,Supplies,"Stiletto Trimmer, High Speed"
TEC-CO-10004306,Technology,Copiers,"HP Copy Machine, Color"
TEC-CO-10001629,Technology,Copiers,"Sharp Copy Machine, Color"
FUR-CH-10000110,Furniture,Chairs,"Hon Bag Chairs, Red"
FUR-FU-10001078,Furniture,Furnishings,"Advantus Clock, Durable"
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
TEC-PH-10004080,Technology,Phones,Avaya 5410 Digital phone
OFF-STO-10002708,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Bulk Pack"
OFF-EN-10003175,Office Supplies,Envelopes,"Ames Manila Envelope, Security-Tint"
TEC-AC-10002601,Technology,Accessories,"SanDisk Router, Bluetooth"
TEC-MA-10000811,Technology,Machines,"Okidata Phone, Durable"
OFF-SAN-10001345,Office Supplies,Art,"Sanford Canvas, Water Color"
OFF-KRA-10000117,Office Supplies,Envelopes,"Kraft Mailers, Security-Tint"
OFF-AR-10001482,Office Supplies,Art,"Stanley Markers, Easy-Erase"
FUR-CH-10002543,Furniture,Chairs,"SAFCO Steel Folding Chair, Set of Two"
TEC-HP -10004451,Technology,Copiers,"HP Ink, Laser"
OFF-BI-10002799,Office Supplies,Binders,"Cardinal Binder Covers, Clear"
OFF-FA-10000581,Office Supplies,Fasteners,"Stockwell Thumb Tacks, Metal"
OFF-PA-10003303,Office Supplies,Paper,"Xerox Computer Printout Paper, Multicolor"
FUR-BO-10000616,Furniture,Bookcases,"Dania Corner Shelving, Pine"
OFF-BI-10000029,Office Supplies,Binders,"Ibico Binding Machine, Recycled"
OFF-ST-10002042,Office Supplies,Storage,"Fellowes Folders, Industrial"
FUR-SAF-10003540,Furniture,Bookcases,"Safco Floating Shelf Set, Metal"
TEC-CIS-10001877,Technology,Phones,"Cisco Office Telephone, with Caller ID"
FUR-BO-10003043,Furniture,Bookcases,"Dania 3-Shelf Cabinet, Mobile"
TEC-AC-10001792,Technology,Accessories,"Logitech Mouse, Programmable"
TEC-PH-10001924,Technology,Phones,iHome FM Clock Radio with Lightning Dock
OFF-EN-10004186,Office Supplies,Envelopes,"Kraft Interoffice Envelope, with clear poly window"
OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips
OFF-ENE-10004132,Office Supplies,Paper,"Enermax Computer Printout Paper, 8.5 x 11"
FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty"
FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock
OFF-FA-10000670,Office Supplies,Fasteners,"Advantus Clamps, Assorted Sizes"
OFF-AR-10001952,Office Supplies,Art,"BIC Canvas, Easy-Erase"
OFF-BI-10004869,Office Supplies,Binders,"Avery 3-Hole Punch, Recycled"
OFF-PA-10004943,Office Supplies,Paper,"Enermax Memo Slips, 8.5 x 11"
FUR-CH-10000171,Furniture,Chairs,"SAFCO Steel Folding Chair, Adjustable"
OFF-EN-10004667,Office Supplies,Envelopes,"Kraft Interoffice Envelope, Set of 50"
OFF-PA-10001818,Office Supplies,Paper,"Green Bar Note Cards, Multicolor"
OFF-BI-10002708,Office Supplies,Binders,"Acco Binder, Clear"
OFF-CAR-10002942,Office Supplies,Binders,"Cardinal 3-Hole Punch, Recycled"
OFF-PA-10003805,Office Supplies,Paper,"Eaton Note Cards, Multicolor"
OFF-BI-10000006,Office Supplies,Binders,"Ibico Binder, Durable"
FUR-DAN-10001557,Furniture,Bookcases,"Dania Floating Shelf Set, Pine"
OFF-AR-10002605,Office Supplies,Art,"Sanford Sketch Pad, Fluorescent"
OFF-ST-10003750,Office Supplies,Storage,"Tenex Shelving, Wire Frame"
OFF-AR-10001965,Office Supplies,Art,"BIC Markers, Easy-Erase"
OFF-PA-10002618,Office Supplies,Paper,"Eaton Memo Slips, Multicolor"
FUR-DEF-10001359,Furniture,Furnishings,"Deflect-O Frame, Erganomic"
OFF-SU-10003428,Office Supplies,Supplies,"Kleencut Box Cutter, High Speed"
TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo
OFF-ST-10003760,Office Supplies,Storage,"Eldon Trays, Blue"
TEC-CO-10002817,Technology,Copiers,"Sharp Fax and Copier, Digital"
OFF-EN-10003231,Office Supplies,Envelopes,"Jiffy Business Envelopes, Set of 50"
OFF-SAN-10001634,Office Supplies,Art,"Sanford Canvas, Easy-Erase"
OFF-BI-10002881,Office Supplies,Binders,"Wilson Jones Binding Machine, Economy"
OFF-ST-10002423,Office Supplies,Storage,"Smead Shelving, Single Width"
OFF-ST-10003835,Office Supplies,Storage,"Rogers Folders, Single Width"
OFF-EN-10003286,Office Supplies,Envelopes,Staples
FUR-CH-10003282,Furniture,Chairs,"SAFCO Bag Chairs, Black"
OFF-EN-10000025,Office Supplies,Envelopes,"Cameo Interoffice Envelope, Recycled"
TEC-AC-10000111,Technology,Accessories,"SanDisk Mouse, USB"
OFF-PA-10001653,Office Supplies,Paper,"Green Bar Memo Slips, Multicolor"
OFF-ST-10002463,Office Supplies,Storage,"Eldon Trays, Single Width"
OFF-STA-10002719,Office Supplies,Art,"Stanley Pencil Sharpener, Easy-Erase"
TEC-AC-10004117,Technology,Accessories,"Logitech Flash Drive, Programmable"
TEC-AC-10001600,Technology,Accessories,"Belkin Numeric Keypad, Bluetooth"
FUR-HON-10002599,Furniture,Chairs,"Hon Chairmat, Adjustable"
OFF-KLE-10004673,Office Supplies,Supplies,"Kleencut Box Cutter, Serrated"
OFF-ST-10004496,Office Supplies,Storage,"Tenex Box, Blue"
FUR-FU-10001371,Furniture,Furnishings,"Deflect-O Stacking Tray, Black"
OFF-PA-10001294,Office Supplies,Paper,"Enermax Cards & Envelopes, Multicolor"
FUR-SAF-10002400,Furniture,Bookcases,"Safco Corner Shelving, Metal"
FUR-CH-10003248,Furniture,Chairs,"SAFCO Bag Chairs, Black"
TEC-PH-10003931,Technology,Phones,JBL Micro Wireless Portable Bluetooth Speaker
TEC-MA-10003390,Technology,Machines,"Okidata Printer, Durable"
TEC-PH-10000381,Technology,Phones,"Apple Signal Booster, Full Size"
OFF-SU-10002402,Office Supplies,Supplies,"Stiletto Box Cutter, Steel"
OFF-AR-10003582,Office Supplies,Art,"BIC Pencil Sharpener, Water Color"
TEC-MA-10002135,Technology,Machines,"Epson Printer, White"
OFF-AP-10001847,Office Supplies,Appliances,"Breville Toaster, Red"
OFF-FA-10003799,Office Supplies,Fasteners,"Accos Clamps, Metal"
OFF-STA-10004885,Office Supplies,Art,"Stanley Sketch Pad, Easy-Erase"
OFF-ST-10002399,Office Supplies,Storage,"Tenex Folders, Single Width"
TEC-MA-10003486,Technology,Machines,"StarTech Phone, White"
OFF-FEL-10000998,Office Supplies,Storage,"Fellowes Box, Single Width"
OFF-AP-10000490,Office Supplies,Appliances,"Hamilton Beach Coffee Grinder, Silver"
FUR-FU-10003694,Furniture,Furnishings,"Rubbermaid Clock, Duo Pack"
OFF-ELI-10002337,Office Supplies,Supplies,"Elite Box Cutter, High Speed"
OFF-ST-10002070,Office Supplies,Storage,"Tenex Trays, Wire Frame"
OFF-PA-10000382,Office Supplies,Paper,"SanDisk Computer Printout Paper, Multicolor"
OFF-AP-10004248,Office Supplies,Appliances,"Hoover Toaster, White"
OFF-IBI-10003541,Office Supplies,Binders,"Ibico Binding Machine, Economy"
OFF-SU-10003582,Office Supplies,Supplies,"Elite Scissors, High Speed"
OFF-AR-10002583,Office Supplies,Art,"BIC Markers, Fluorescent"
OFF-PA-10003127,Office Supplies,Paper,Staples
OFF-SU-10004462,Office Supplies,Supplies,"Stiletto Scissors, Serrated"
OFF-ACM-10001029,Office Supplies,Supplies,"Acme Box Cutter, Serrated"
OFF-ST-10004800,Office Supplies,Storage,"Eldon Folders, Industrial"
OFF-EN-10004580,Office Supplies,Envelopes,"Cameo Interoffice Envelope, with clear poly window"
OFF-SU-10001512,Office Supplies,Supplies,"Stiletto Shears, Easy Grip"
FUR-BO-10002853,Furniture,Bookcases,O'Sullivan 5-Shelf Heavy-Duty Bookcases
OFF-BI-10003022,Office Supplies,Binders,"Cardinal 3-Hole Punch, Economy"
